title,link,content_excerpt,direct_classification,direct_reason,direct_confidence,indirect_classification,indirect_reason,indirect_confidence,final_label,final_reason
이대남들 이제 피의 보복 각오해야지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439783&page=4,본문 내용을 찾을 수 없습니다....,일반글,직접적인 욕설 없음,1.00,간접 비방,"제목에서 특정 성별 집단(이대남)을 지칭하며 '피의 보복'이라는 공격적인 표현을 사용하여 부정적인 상황을 암시하고, 잠재적인 적대감을 유발하므로 간접적인 공격/조롱 의도가 있다고 판단됩니다.",0.90,간접 비방,"2차 확정: 제목에서 특정 성별 집단(이대남)을 지칭하며 '피의 보복'이라는 공격적인 표현을 사용하여 부정적인 상황을 암시하고, 잠재적인 적대감을 유발하므로 간접적인 공격/조롱 의도가 있다고 판단됩니다."
다필요없고 비트코인은 어케되는거냐,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439782&page=4,본문 내용을 찾을 수 없습니다....,일반글,직접적인 욕설 없음,1.00,일반글,본문 내용이 없어 특정 대상을 공격/조롱하려는 의도를 판단할 수 없음. 제목은 중립적인 질문으로 해석됨.,1.00,일반글,직접 욕설 및 간접 비방 모두 아님
문재인 ~ 윤석열은 그냥 아무것도 안했잖아,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439781&page=4,본문 내용을 찾을 수 없습니다....,일반글,제목과 내용 모두 직접적인 욕설이 포함되어 있지 않습니다.,1.00,간접 비방,"두 전직 대통령의 이름을 나열하며 '아무것도 안 했다'고 단정하는 것은, 두 인물에 대한 업적을 폄훼하려는 의도로 해석될 수 있음. 이는 간접적인 조롱에 해당한다고 판단됨.",0.80,간접 비방,"2차 확정: 두 전직 대통령의 이름을 나열하며 '아무것도 안 했다'고 단정하는 것은, 두 인물에 대한 업적을 폄훼하려는 의도로 해석될 수 있음. 이는 간접적인 조롱에 해당한다고 판단됨."
틀구이들은 라도랑 다를게 뭐임?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439780&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
전라도는 계엄대선인데 오히려 몰표안나온거아님?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439779&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,간접 비방,"제목에서 특정 지역(전라도)을 언급하며 '계엄대선'이라는 표현을 사용하여, 해당 지역의 선거가 자유롭고 공정하게 이루어지지 않았다는 뉘앙스를 풍기며, 선거의 공정성에 대한 의혹을 제기하고 지역을 비하하려는 의도가 있다고 판단됨.",0.90,간접 비방,"2차 확정: 제목에서 특정 지역(전라도)을 언급하며 '계엄대선'이라는 표현을 사용하여, 해당 지역의 선거가 자유롭고 공정하게 이루어지지 않았다는 뉘앙스를 풍기며, 선거의 공정성에 대한 의혹을 제기하고 지역을 비하하려는 의도가 있다고 판단됨."
보수는 왜 지 고집 못 꺾는 병신들이 많냐?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439778&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
리박댓글부대 아직도 알바풀고있음?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439777&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
근데 이대남들 애비가 5대남이잖아?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439776&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
개표 막판에 이재명 이준석 표만 일정 비율로 나오네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439775&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
kt 십새끼들 빨갱이들한테 정보 넘기나,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439774&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,간접 비방,"제목에서 'kt 십새끼들'이라는 표현과 '빨갱이들한테 정보 넘기나'라는 비유를 사용하여 KT를 부정적으로 묘사하고, 특정 이념에 빗대어 공격하려는 의도가 있다고 판단됨.",0.90,간접 비방,"2차 확정: 제목에서 'kt 십새끼들'이라는 표현과 '빨갱이들한테 정보 넘기나'라는 비유를 사용하여 KT를 부정적으로 묘사하고, 특정 이념에 빗대어 공격하려는 의도가 있다고 판단됨."
그냥 4찍남들만 병신인증한건데 정신승리 개오지노,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439773&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
문크예거 ㅈㄴ 만든대 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439772&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
4050이 대한민국 핵심세대인건 팩트잖아ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439771&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이삼대녀들도 보수지지세 35~40은 되네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439770&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
민주당은 다음 대선에 누구 나옴,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439768&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
나라망했내 새벽다신시!!!,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439767&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
솔직히 산업화세대 민주화세대가 이나라 만들었는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439766&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
문재앙이 잘못한 두가지 정책,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439765&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남 한줌단이라면서,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439763&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
계엄탄핵해줘도 순수 비호감력으로 50프로 못가져가시네,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439762&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이준석이 이대남 뭘 챙겨줄수있다는거임?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439760&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 53 김문수 33 이준석 13 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439759&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
재메이햄 근데 일은 ㅈㄴ열심히 할 feel..,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439758&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이준석 지지율 세부,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439757&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
김정은 동지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439756&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
우리나라는 사람 보고 뽑는 선거가 아니라 당보고 뽑는 선거,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439755&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
국힘 부활 조건,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439754&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
25만원 배급견 << ㄹㅇ 이해안되는 이유,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439753&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
시발새끼들아 원래 4050되면 나라살리는 주측되는게 맞다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439752&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
윤통이 오히려 이대남들 갈라치기 씹창내놓음.,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439751&page=4,본문 내용을 찾을 수 없습니다....,욕설 사용,제목에 '씹창'이라는 욕설이 사용되었습니다.,0.95,미실행,1차에서 욕설 확정,0.00,욕설 사용,1차 확정: 제목에 '씹창'이라는 욕설이 사용되었습니다.
부동산 존나 오르겠노 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439750&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
"지금 4,50대가 뇌가 무를때 부터 제대로 세뇌교육 받은 나잇대임",https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439749&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 53 김문수 33 이준석 13 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439748&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
솔직히 이재명 53%는 나올줄 알았음,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439747&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
팩트정리해준다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439746&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
피해망상으로 갈라치기 당했다고 몇년을 징징대고 있는데,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439745&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 53 김문수 33 이준석 13 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439744&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
개두창 탄핵당해서 다행임 솔직히,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439743&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이번 대선으로 깨달은 점,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439741&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
우리 이대남들은 어짜피 일안하니까 별 상관없움 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439740&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남은 지금부터 민주당만 까면 되서 너무 좋은데?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439742&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이준석이 진짜 개좆됐지,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439739&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
2번들은 부동산이라도있지 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439737&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
4찍한이유 뭐 별거있나,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439736&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
줜나 웃긴이야기,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439735&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
말을 똑바로해라 이준석때문에 이재명이 과반을 못한거임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439734&page=4,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
전기세만 조빠지게 오르겠네 ㅋㅋ 탈원전 드가자 ㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439733&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
우리나라 부양하는 40대 욕하는 백수 펨대남 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439732&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 대통령에게 진심으로 바라는거,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439731&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 55 김문수 33 이준석 15 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439730&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
학벌좋은 존잘 이대남은 괜찮은데 도태 이대남은 병신임,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439729&page=5,본문 내용을 찾을 수 없습니다....,욕설 사용,제목에 '병신'이라는 직접적인 욕설이 사용되었습니다.,0.95,미실행,1차에서 욕설 확정,0.00,욕설 사용,1차 확정: 제목에 '병신'이라는 직접적인 욕설이 사용되었습니다.
4번찍은건 조리돌림당할게아님,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439728&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
개소리 그만쳐씨부리고야식이나쳐먹어,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439727&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
근데 4050은 ㄹㅇ 무슨일이 있었던거임???,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439725&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
오늘부터 나라망했다며 호들갑떠는 년들 =높은확률로 1찍,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439724&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
유일하게 여조보다 실제 득표율이 적은 병신새끼,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439723&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이재명 55 김문수 33 이준석 15 원했던 페미들은 개추 ㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439722&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
결국 쌍도에서 또 대통령나오는구나,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439721&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
연금 더 박살나겠노ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439720&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
아니 그래서,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439719&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
난 이재명이 좋다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439718&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
대한민국 중국에게 드디어 따 먹히다,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439717&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
이대남들은 룸빵듀오 왜욕함?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439716&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
우리나라에서 제일 돈 잘버는 세대가 4050 아님?,https://gall.dcinside.com/board/view/?id=baseball_new11&no=18439715&page=5,본문 내용을 찾을 수 없습니다....,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,분석 실패 (API 할당량),"429 You exceeded your current quota, please check your plan and billing details. For more information on this error, hea",0.00,일반글,직접 욕설 및 간접 비방 모두 아님
